79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto02,fpasto01,fpasto01,fpasto02,fpasto02,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
79,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79
